#Wavelength Flux FluxErr FluxGeo
2.71723  0.6138  0.0244  0.7186
2.71786  0.7654  0.0373  0.7135
2.71850  0.7070  0.0301  0.7487
2.71913  0.5962  0.0243  0.5151
2.71976  0.6080  0.0169  0.6658
2.72039  0.5486  0.0179  0.6732
2.72103  0.4959  0.0193  0.4663
2.72166  0.6879  0.0238  0.6031
2.72229  0.7141  0.0290  0.6320
2.72292  0.6774  0.0238  0.5675
2.72356  0.7420  0.0358  0.6974
2.72419  0.6728  0.0199  0.6349
2.72483  0.6564  0.0245  0.6534
2.72546  0.5348  0.0358  0.5676
2.72609  0.5794  0.0234  0.6583
2.72673  0.8937  0.0241  0.5760
2.72736  0.4270  0.0219  0.5838
2.72800  0.3725  0.0239  0.6102
2.72863  0.3588  0.0270  0.5382
2.72927  0.3930  0.0235  0.6482
2.72990  0.4774  0.0173  0.6551
2.73054  0.6291  0.0378  0.7461
2.73117  0.6515  0.0376  0.6270
2.73181  0.4999  0.0286  0.6476
2.73244  0.7157  0.0223  0.6061
2.73308  0.8573  0.0236  0.5688
2.73371  0.6866  0.0284  0.5319
2.73435  0.6670  0.0215  0.6972
2.73498  0.5854  0.0284  0.6124
2.73562  0.2199  0.0243  0.5822
2.73626  0.6747  0.0300  0.7235
2.73689  0.6448  0.0376  0.6624
2.73753  0.6452  0.0213  0.4904
2.73817  0.4929  0.0222  0.7438
2.73880  0.7287  0.0200  0.7223
2.73944  0.1305  0.0251  0.4867
2.74008  0.4412  0.0234  0.4619
2.74072  0.5915  0.0222  0.5745
2.74135  0.6496  0.0212  0.6806
2.74199  0.7110  0.0198  0.7518
2.74263  0.5822  0.0260  0.6071
2.74327  0.5191  0.0233  0.6545
2.74391  0.5685  0.0317  0.6393
2.74454  0.5611  0.0319  0.6399
2.74518  0.5018  0.0227  0.6701
2.74582  0.8176  0.0213  0.7222
2.74646  0.5855  0.0340  0.4685
2.74710  0.6435  0.0356  0.5987
2.74774  0.5862  0.0227  0.4835
2.74838  0.6200  0.0356  0.7657
2.74902  0.7404  0.0211  0.7255
2.74966  0.5226  0.0281  0.5839
2.75029  0.6595  0.0358  0.7670
2.75093  0.6690  0.0432  0.5893
2.75157  0.6990  0.0171  0.5912
2.75222  0.7366  0.0237  0.6918
2.75285  0.7289  0.0284  0.6968
2.75350  0.7829  0.0379  0.7191
2.75414  0.8722  0.0319  0.7557
2.75478  0.7754  0.0325  0.6689
2.75542  0.5666  0.0259  0.7241
2.75606  0.9465  0.0214  0.7440
2.75670  0.7065  0.0255  0.5759
2.75734  0.6411  0.0185  0.5714
2.75798  0.7145  0.0257  0.5598
2.75862  0.7074  0.0278  0.6215
2.75927  0.6908  0.0262  0.7156
2.75991  0.5719  0.0296  0.5907
2.76055  0.5549  0.0245  0.5802
2.76119  0.6050  0.0210  0.6579
2.76183  0.6763  0.0192  0.6993
2.76248  0.6087  0.0205  0.5788
2.76312  0.5545  0.0237  0.5704
2.76376  0.3589  0.0250  0.6482
2.76440  0.7173  0.0367  0.6252
2.76505  0.4838  0.0280  0.5539
2.76569  0.5688  0.0475  0.5556
2.76633  0.6918  0.0253  0.6054
2.76698  0.5570  0.0230  0.6446
2.76762  0.5989  0.0446  0.6569
2.76827  0.6889  0.0260  0.6107
2.76891  0.5230  0.0193  0.5875
2.76955  0.5768  0.0240  0.6898
2.77020  0.6134  0.0240  0.6678
2.77084  0.5114  0.0244  0.7212
2.77149  0.6764  0.0470  0.6416
2.77213  0.7945  0.0243  0.6527
2.77278  0.6341  0.0248  0.6532
2.77342  0.2303  0.0278  0.6664
2.77407  0.5618  0.0260  0.7073
2.77471  0.3273  0.0285  0.6667
2.77536  0.5518  0.0304  0.5817
2.77600  0.7044  0.0196  0.6296
2.77665  0.6237  0.0155  0.7921
2.77729  0.7252  0.0182  0.7106
2.77794  0.5736  0.0205  0.6866
2.77859  0.6890  0.0222  0.6320
2.77923  0.7257  0.0190  0.7383
2.77988  0.5334  0.0192  0.4722
2.78053  0.5739  0.0247  0.7828
2.78117  0.6406  0.0257  0.5211
2.78182  0.5877  0.0304  0.6748
2.78247  0.6222  0.0336  0.5794
2.78311  0.5014  0.0239  0.6131
2.78376  0.5215  0.0194  0.6616
2.78441  0.6143  0.0191  0.6247
2.78506  0.6812  0.0192  0.7314
2.78570  0.6370  0.0186  0.6209
2.78635  0.6787  0.0213  0.5956
2.78700  0.7024  0.0243  0.6050
2.78765  0.7135  0.0258  0.5992
2.78830  0.5219  0.0167  0.6258
2.78895  0.5421  0.0202  0.5386
2.78959  0.5721  0.0217  0.4871
2.79024  0.5840  0.0187  0.6974
2.79089  0.5051  0.0217  0.6475
2.79154  0.6471  0.0228  0.5816
2.79219  0.6329  0.0253  0.5860
2.79284  0.7015  0.0239  0.6583
2.79349  0.6633  0.0219  0.6583
2.79414  0.6131  0.0215  0.6053
2.79479  0.8043  0.0206  0.6625
2.79544  0.5250  0.0217  0.6057
2.79609  0.6094  0.0207  0.5775
2.79674  0.6621  0.0182  0.6498
2.79739  0.7854  0.0174  0.6581
2.79804  0.6223  0.0203  0.5211
2.79869  0.5303  0.0249  0.7061
2.79934  0.6491  0.0278  0.6020
2.80000  0.6239  0.0214  0.7032
2.80065  0.6194  0.0220  0.7345
2.80130  0.5571  0.0176  0.5425
2.80195  0.5485  0.0164  0.6015
2.80260  0.7218  0.0243  0.6965
2.80325  0.6237  0.0193  0.6819
2.80391  0.6198  0.0181  0.6687
2.80456  0.5185  0.0255  0.5557
2.80521  0.6608  0.0239  0.6801
2.80586  0.4756  0.0197  0.6284
2.80652  0.9513  0.0252  0.7090
2.80717  0.3396  0.0242  0.6083
2.80782  0.6893  0.0373  0.5957
2.80847  0.6834  0.0208  0.6516
2.80913  0.7128  0.0298  0.6672
2.80978  0.5838  0.0221  0.6057
2.81043  0.5050  0.0237  0.5342
2.81109  0.6134  0.0239  0.5599
2.81174  0.5315  0.0346  0.4971
2.81240  0.5088  0.0324  0.5208
2.81305  0.5330  0.0441  0.4630
2.81371  0.6115  0.0219  0.5865
2.81436  0.7014  0.0310  0.7188
2.81501  0.5559  0.0449  0.5852
2.81567  0.6284  0.0288  0.4543
2.81632  0.6718  0.0305  0.6465
2.81698  0.6059  0.0387  0.5476
2.81763  0.7692  0.0279  0.5703
2.81829  0.7401  0.0344  0.6340
2.81895  0.8082  0.0408  0.7800
2.81960  0.6960  0.0216  0.6690
2.82026  0.8083  0.0397  0.6284
2.82091  0.5843  0.0269  0.6331
2.82157  0.6766  0.0241  0.6227
2.82223  0.6622  0.0205  0.5538
2.82288  0.3920  0.0391  0.6656
2.82354  0.6610  0.0163  0.6278
2.82420  0.6388  0.0209  0.6788
2.82485  0.5437  0.0261  0.6936
2.82551  0.7365  0.0208  0.7512
2.82617  0.6272  0.0203  0.3792
2.82682  0.3802  0.0248  0.4705
2.82748  0.6076  0.0234  0.6187
2.82814  0.5821  0.0178  0.6695
2.82880  0.4713  0.0262  0.5338
2.82946  0.6525  0.0170  0.7366
2.83011  0.4833  0.0232  0.5144
2.83077  0.4496  0.0267  0.6796
2.83143  0.7281  0.0328  0.7194
2.83209  0.6227  0.0242  0.4873
2.83275  0.4189  0.0233  0.5689
2.83341  0.5230  0.0243  0.4451
2.83407  0.6095  0.0235  0.5040
2.83473  0.6564  0.0380  0.5496
2.83539  0.5741  0.0231  0.5650
2.83604  0.7246  0.0254  0.6958
2.83670  0.5927  0.0246  0.5904
2.83736  0.6262  0.0426  0.5965
2.83802  0.5415  0.0335  0.4311
2.83868  0.5098  0.0262  0.5178
2.83934  0.6871  0.0214  0.5989
2.84001  0.3287  0.0253  0.4862
2.84067  0.6866  0.0207  0.5181
2.84133  0.7474  0.0266  0.6318
2.84199  0.4787  0.0262  0.5735
2.84265  0.4853  0.0252  0.6540
2.84331  0.6246  0.0299  0.6989
2.84397  0.5819  0.0182  0.6299
2.84463  0.5569  0.0154  0.6725
2.84529  0.5625  0.0284  0.6302
2.84596  0.5964  0.0456  0.6011
2.84662  0.5368  0.0529  0.6267
2.84728  0.4990  0.0317  0.6480
2.84794  0.7951  0.0217  0.7517
2.84861  0.5241  0.0214  0.6507
2.84927  0.3816  0.0259  0.6598
2.84993  0.3385  0.0393  0.5282
2.85059  0.3597  0.0387  0.5258
2.85126  0.6824  0.0240  0.5789
2.85192  0.6244  0.0257  0.7112
2.85258  0.6467  0.0531  0.6153
2.85325  0.6312  0.0198  0.6340
2.85391  0.7010  0.0263  0.6263
2.85458  0.6903  0.0388  0.6108
2.85524  0.5725  0.0392  0.6478
2.85590  0.6936  0.0212  0.6650
2.85657  0.7297  0.0209  0.6001
2.85723  0.6012  0.0248  0.6306
2.85790  0.6337  0.0376  0.6345
2.85856  0.7512  0.0434  0.6483
2.85923  0.6639  0.0299  0.6926
2.85989  0.5651  0.0540  0.6296
2.86056  0.6980  0.0246  0.6241
2.86122  0.5402  0.0205  0.5552
2.86189  0.6317  0.0166  0.6078
2.86255  0.5923  0.0175  0.6009
2.86322  0.7082  0.0391  0.6550
2.86389  0.4909  0.0210  0.5805
2.86455  0.6380  0.0248  0.5358
2.86522  0.6095  0.0301  0.5164
2.86588  0.7645  0.0211  0.6035
2.86655  0.6767  0.0329  0.7314
2.86722  0.6496  0.0416  0.5763
2.86788  0.5635  0.0223  0.5507
2.86855  0.6766  0.0234  0.6022
2.86922  0.5572  0.0179  0.5566
2.86989  0.6152  0.0234  0.6052
2.87055  0.6054  0.0252  0.6248
2.87122  0.6254  0.0223  0.5922
2.87189  0.5322  0.0252  0.5465
2.87256  0.6292  0.0346  0.5020
2.87323  0.5453  0.0265  0.4863
2.87389  0.3984  0.0275  0.5707
2.87456  0.5914  0.0270  0.5625
2.87523  0.5846  0.0388  0.6171
2.87590  0.8818  0.0273  0.7271
2.87657  0.7267  0.0406  0.6852
2.87724  0.5804  0.0258  0.6306
2.87791  0.5913  0.0212  0.6653
2.87858  0.6503  0.0205  0.6241
2.87925  0.5576  0.0237  0.6986
2.87992  0.5798  0.0210  0.5857
2.88059  0.5083  0.0234  0.6336
2.88126  0.6286  0.0207  0.6204
2.88193  0.6974  0.0202  0.6755
2.88260  0.4709  0.0262  0.6404
2.88327  0.6249  0.0244  0.6481
2.88394  0.5348  0.0258  0.5405
2.88461  0.4201  0.0257  0.5323
2.88528  0.4572  0.0234  0.6645
2.88595  0.7008  0.0170  0.7186
2.88662  0.5933  0.0452  0.6670
2.88729  0.3523  0.0260  0.5811
2.88797  0.2859  0.0218  0.5326
2.88864  0.4313  0.0191  0.5796
2.88931  0.5762  0.0342  0.4724
2.88998  0.6927  0.0429  0.6148
2.89065  0.5255  0.0244  0.4251
2.89133  0.6476  0.0266  0.5901
2.89200  0.6561  0.0251  0.6244
2.89267  0.7440  0.0254  0.7027
2.89335  0.6462  0.0200  0.6184
2.89402  0.6684  0.0215  0.7868
2.89469  0.6263  0.0269  0.7412
2.89536  0.5643  0.0199  0.6500
2.89604  0.5524  0.0206  0.6576
2.89671  0.5405  0.0158  0.4886
2.89739  0.4296  0.0155  0.5140
2.89806  0.6002  0.0464  0.6395
2.89873  0.4487  0.0252  0.6809
2.89941  0.5296  0.0336  0.6342
2.90008  0.6278  0.0209  0.6887
2.90076  0.5726  0.0206  0.6113
2.90143  0.6543  0.0186  0.5205
2.90211  0.5641  0.0286  0.5770
2.90278  0.5653  0.0239  0.6220
2.90346  0.6252  0.0178  0.5900
2.90413  0.6637  0.0235  0.6209
2.90481  0.4328  0.0299  0.6231
2.90548  0.6497  0.0149  0.6069
2.90616  0.3601  0.0214  0.6762
2.90684  0.4502  0.0209  0.5544
2.90751  0.8647  0.0323  0.6193
2.90819  0.7842  0.0485  0.4031
2.90887  0.7312  0.0457  0.7544
2.90954  0.5156  0.0245  0.5388
2.91022  0.5056  0.0214  0.6795
2.91090  0.6574  0.0186  0.7797
2.91157  0.5418  0.0265  0.6533
2.91225  0.2749  0.0269  0.6013
2.91293  0.4959  0.0326  0.7090
2.91361  0.6138  0.0210  0.6447
2.91428  0.5118  0.0191  0.6112
2.91496  0.4867  0.0275  0.4754
2.91564  0.6418  0.0357  0.6373
2.91632  0.6477  0.0247  0.5820
2.91700  0.7546  0.0599  0.5825
2.91767  0.5241  0.0570  0.6109
2.91835  0.6697  0.0209  0.3990
2.91903  0.2999  0.0303  0.3799
2.91971  0.5787  0.0251  0.6249
2.92039  0.4815  0.0253  0.5487
2.92107  0.5262  0.0341  0.6135
2.92175  0.6435  0.0251  0.6161
2.92243  0.4910  0.0256  0.5706
2.92311  0.5442  0.0217  0.6304
2.92379  0.6653  0.0291  0.7800
2.92447  0.7069  0.0196  0.7140
2.92515  0.5623  0.0158  0.6159
2.92583  0.5974  0.0262  0.6671
2.92651  0.4576  0.0284  0.5176
2.92719  0.5932  0.0230  0.5545
2.92787  0.3934  0.0446  0.5026
2.92855  0.5961  0.0260  0.6564
2.92923  0.7287  0.0436  0.6540
2.92991  0.6871  0.0295  0.4936
2.93060  0.5969  0.0237  0.4842
2.93128  0.6035  0.0254  0.5810
2.93196  0.5002  0.0293  0.5693
2.93264  0.6727  0.0289  0.7332
2.93332  0.3653  0.0163  0.4602
2.93401  0.5467  0.0235  0.7348
2.93469  0.5631  0.0200  0.5635
2.93537  0.7028  0.0342  0.7013
2.93605  0.3886  0.0221  0.5278
2.93674  0.5939  0.0294  0.5765
2.93742  0.6162  0.0240  0.5734
2.93810  0.4328  0.0213  0.6654
2.93879  0.4825  0.0280  0.6078
2.93947  0.6443  0.0292  0.6002
2.94015  0.2308  0.0234  0.5073
2.94084  0.5302  0.0229  0.5793
2.94152  0.4826  0.0230  0.5964
2.94221  0.6823  0.0184  0.5534
2.94289  0.5110  0.0240  0.5779
2.94358  0.6386  0.0235  0.6199
2.94426  0.5921  0.0278  0.7059
2.94495  0.7129  0.0385  0.6281
2.94563  0.6415  0.0360  0.4552
2.94632  0.5148  0.0224  0.5924
2.94700  0.4691  0.0198  0.5601
2.94769  0.5761  0.0371  0.5745
2.94837  0.6295  0.0294  0.7009
2.94906  0.6354  0.0310  0.6573
2.94974  0.8042  0.0239  0.5924
2.95043  0.4465  0.0222  0.5644
2.95112  0.6710  0.0174  0.6969
2.95180  0.5070  0.0228  0.6870
2.95249  0.4489  0.0299  0.7070
2.95318  0.4244  0.0231  0.5901
2.95386  0.5301  0.0255  0.6295
2.95455  0.4872  0.0298  0.6450
2.95524  0.6015  0.0217  0.6081
2.95593  0.4838  0.0237  0.3995
2.95661  0.5357  0.0378  0.5000
2.95730  0.5041  0.0220  0.5979
2.95799  0.5897  0.0196  0.4106
2.95868  0.5842  0.0200  0.5444
2.95937  0.5440  0.0218  0.6231
2.96005  0.7093  0.0227  0.6012
2.96074  0.6364  0.0230  0.6134
2.96143  0.6053  0.0162  0.5673
2.96212  0.4616  0.0256  0.6432
2.96281  0.5239  0.0449  0.6181
2.96350  0.6696  0.0282  0.6568
2.96419  0.5528  0.0219  0.6276
2.96488  0.5984  0.0246  0.5681
2.96557  0.5704  0.0385  0.5572
2.96626  0.5580  0.0222  0.5061
2.96695  0.6207  0.0297  0.4938
2.96764  0.6217  0.0203  0.5916
2.96833  0.4786  0.0255  0.5681
2.96902  0.3729  0.0278  0.6174
2.96971  0.5915  0.0225  0.5519
2.97040  0.5761  0.0194  0.5833
2.97109  0.5566  0.0191  0.6557
2.97178  0.7662  0.0195  0.6852
2.97247  0.6830  0.0227  0.5228
2.97316  0.6296  0.0244  0.5211
2.97386  0.5212  0.0261  0.5147
2.97455  0.5477  0.0244  0.5699
2.97524  0.5785  0.0265  0.6042
2.97593  0.6481  0.0312  0.6344
2.97662  0.6967  0.0287  0.5241
2.97732  0.4282  0.0244  0.6388
2.97801  0.4636  0.0227  0.5813
2.97870  0.4242  0.0226  0.6848
2.97939  0.5379  0.0313  0.5775
2.98009  0.4647  0.0322  0.4516
2.98078  0.9414  0.0252  0.7101
2.98147  0.4751  0.0256  0.6709
2.98217  0.4341  0.0220  0.6276
2.98286  0.7731  0.0292  0.6881
2.98355  0.4608  0.0216  0.6321
2.98425  0.4893  0.0243  0.6194
2.98494  0.6128  0.0196  0.4958
2.98564  0.6338  0.0231  0.5474
2.98633  0.6173  0.0308  0.7135
2.98703  0.4724  0.0380  0.6548
2.98772  0.5898  0.0270  0.5541
2.98842  0.6186  0.0193  0.5324
2.98911  0.5755  0.0199  0.4754
2.98981  0.6526  0.0257  0.6080
2.99050  0.4202  0.0163  0.4814
2.99120  0.5660  0.0223  0.3584
2.99189  0.6617  0.0323  0.7111
2.99259  0.4915  0.0234  0.6749
2.99329  0.6523  0.0303  0.6778
2.99398  0.7117  0.0387  0.6923
2.99468  0.6712  0.0333  0.5701
2.99538  0.4869  0.0281  0.6549
2.99607  0.8533  0.0285  0.3684
2.99677  0.6867  0.0244  0.5530
2.99747  0.5613  0.0415  0.5676
2.99816  0.5948  0.0308  0.5313
2.99886  0.6186  0.0277  0.6508
2.99956  0.6108  0.0354  0.6555
3.00026  0.4242  0.0267  0.5795
3.00095  0.5752  0.0285  0.6913
3.00165  0.4365  0.0319  0.6125
3.00235  0.6491  0.0315  0.4956
3.00305  0.2553  0.0246  0.5522
3.00375  0.3799  0.0427  0.5699
3.00445  0.3475  0.0441  0.6295
3.00515  0.3419  0.0229  0.5094
3.00584  0.5617  0.0163  0.5167
3.00654  0.5631  0.0362  0.5448
3.00724  0.4232  0.0253  0.5478
3.00794  0.5558  0.0262  0.7372
3.00864  0.5639  0.0168  0.6225
3.00934  0.6781  0.0293  0.7438
3.01004  0.7372  0.0189  0.7100
3.01074  0.7199  0.0216  0.7028
3.01144  0.6811  0.0278  0.7580
3.01214  0.6208  0.0334  0.6219
3.01284  0.6587  0.0328  0.4127
3.01354  0.6910  0.0201  0.5707
3.01425  0.6005  0.0257  0.5552
3.01495  0.3900  0.0200  0.5017
3.01565  0.5775  0.0178  0.6069
3.01635  0.3930  0.0308  0.5769
3.01705  0.6542  0.0226  0.5453
3.01775  0.7432  0.0159  0.6189
3.01846  0.6903  0.0230  0.6522
3.01916  0.6548  0.0380  0.6212
3.01986  0.3734  0.0194  0.5308
3.02056  0.4604  0.0150  0.5474
3.02126  0.4871  0.0197  0.5936
3.02197  0.5598  0.0261  0.6878
3.02267  0.6989  0.0286  0.6853
3.02337  0.5125  0.0210  0.5287
3.02408  0.5968  0.0198  0.6377
3.02478  0.6027  0.0260  0.5144
3.02548  0.5765  0.0264  0.5920
3.02619  0.5036  0.0240  0.5444
3.02689  0.6278  0.0284  0.5871
3.02760  0.6394  0.0215  0.5745
3.02830  0.6342  0.0225  0.4719
3.02900  0.6147  0.0205  0.5896
3.02971  0.4560  0.0263  0.7580
3.03041  0.5088  0.0261  0.5918
3.03112  0.5899  0.0256  0.6925
3.03182  0.3992  0.0280  0.6895
3.03253  0.4528  0.0199  0.5512
3.03323  0.3993  0.0200  0.6914
3.03394  0.5561  0.0196  0.5861
3.03465  0.6039  0.0255  0.6536
3.03535  0.7104  0.0270  0.4919
3.03606  0.5596  0.0220  0.6629
3.03676  0.3885  0.0219  0.4973
3.03747  0.3261  0.0234  0.5596
3.03818  0.3729  0.0218  0.5391
3.03888  0.5730  0.0202  0.5842
3.03959  0.4649  0.0273  0.6268
3.04030  0.6486  0.0247  0.6524
3.04101  0.5697  0.0209  0.4504
3.04171  0.4516  0.0232  0.5577
3.04242  0.6191  0.0224  0.6174
3.04313  0.5816  0.0227  0.6442
3.04384  0.5261  0.0277  0.6681
3.04454  0.5130  0.0231  0.5999
3.04525  0.3004  0.0235  0.4641
3.04596  0.4649  0.0202  0.5633
3.04667  0.5029  0.0248  0.5352
3.04738  0.5653  0.0234  0.6558
3.04809  0.6276  0.0282  0.5414
3.04880  0.6869  0.0246  0.6394
3.04950  0.5671  0.0255  0.4280
3.05021  0.6041  0.0235  0.6236
3.05092  0.4987  0.0255  0.5671
3.05163  0.6049  0.0192  0.4883
3.05234  0.5428  0.0193  0.5402
3.05305  0.5287  0.0216  0.3699
3.05376  0.6148  0.0332  0.5504
3.05447  0.6231  0.0325  0.4871
3.05518  0.5202  0.0237  0.5746
3.05590  0.6937  0.0381  0.6941
3.05661  0.6908  0.0315  0.6719
3.05732  0.6727  0.0267  0.6304
3.05803  0.5266  0.0226  0.6252
3.05874  0.5778  0.0266  0.6290
3.05945  0.6549  0.0201  0.6850
3.06016  0.3923  0.0257  0.6781
3.06087  0.5486  0.0182  0.6441
3.06159  0.6584  0.0232  0.6699
3.06230  0.7531  0.0205  0.4442
3.06301  0.5990  0.0173  0.5618
3.06372  0.3914  0.0253  0.4575
3.06444  0.4237  0.0265  0.4147
3.06515  0.5727  0.0197  0.6272
3.06586  0.5652  0.0261  0.5503
3.06658  0.4934  0.0247  0.6553
3.06729  0.5330  0.0247  0.5373
3.06800  0.5243  0.0243  0.5191
3.06872  0.6538  0.0227  0.5060
3.06943  0.7062  0.0248  0.7082
3.07014  0.5716  0.0166  0.6555
3.07086  0.5009  0.0174  0.5441
3.07157  0.5415  0.0286  0.6101
3.07229  0.4261  0.0244  0.4741
3.07300  0.5324  0.0244  0.6673
3.07372  0.5325  0.0213  0.6213
3.07443  0.5509  0.0179  0.3236
3.07515  0.6466  0.0199  0.6569
3.07586  0.5669  0.0233  0.7554
3.07658  0.5482  0.0236  0.5321
3.07729  0.5641  0.0275  0.6379
3.07801  0.6159  0.0193  0.6078
3.07872  0.5485  0.0213  0.6630
3.07944  0.4701  0.0212  0.6016
3.08016  0.4194  0.0214  0.5717
3.08087  0.5021  0.0261  0.5774
3.08159  0.5514  0.0221  0.4729
3.08231  0.5555  0.0168  0.6051
3.08302  0.5519  0.0194  0.4886
3.08374  0.5301  0.0228  0.6898
3.08446  0.4909  0.0175  0.4756
3.08518  0.5705  0.0188  0.5141
3.08589  0.5413  0.0190  0.6360
3.08661  0.5877  0.0212  0.6916
3.08733  0.5704  0.0174  0.6305
3.08805  0.6494  0.0189  0.5378
3.08877  0.6178  0.0188  0.5165
3.08949  0.5951  0.0225  0.6048
3.09020  0.5754  0.0250  0.4545
3.09092  0.4843  0.0201  0.6017
3.09164  0.4961  0.0172  0.5105
3.09236  0.7432  0.0236  0.5836
3.09308  0.6997  0.0235  0.6511
3.09380  0.6493  0.0293  0.5197
3.09452  0.4564  0.0232  0.5843
3.09524  0.6088  0.0258  0.5912
3.09596  0.6425  0.0259  0.5386
3.09668  0.5676  0.0256  0.5946
3.09740  0.4404  0.0294  0.5772
3.09812  0.5516  0.0284  0.6264
3.09884  0.6670  0.0176  0.6179
3.09956  0.5773  0.0224  0.5188
3.10028  0.5649  0.0193  0.5031
3.10100  0.4723  0.0206  0.5527
3.10173  0.4929  0.0222  0.6184
3.10245  0.4388  0.0141  0.4852
3.10317  0.5633  0.0169  0.6508
3.10389  0.5021  0.0215  0.5647
3.10461  0.5298  0.0226  0.6164
3.10533  0.5173  0.0301  0.5712
3.10606  0.4055  0.0258  0.5819
3.10678  0.5455  0.0167  0.5755
3.10750  0.5563  0.0233  0.4882
3.10822  0.6044  0.0179  0.6570
3.10895  0.4662  0.0219  0.7038
3.10967  0.3956  0.0304  0.5212
3.11039  0.5593  0.0337  0.5471
3.11112  0.5780  0.0297  0.5238
3.11184  0.5377  0.0183  0.6396
3.11257  0.5499  0.0336  0.6194
3.11329  0.5077  0.0235  0.5579
3.11401  0.5201  0.0241  0.5711
3.11474  0.5083  0.0308  0.5127
3.11546  0.4925  0.0227  0.5929
3.11619  0.5787  0.0213  0.6364
3.11691  0.7952  0.0155  0.6862
3.11764  0.6304  0.0249  0.7192
3.11836  0.4471  0.0252  0.6089
3.11909  0.5559  0.0218  0.7144
3.11981  0.6119  0.0224  0.7244
3.12054  0.3587  0.0256  0.4427
3.12127  0.6034  0.0198  0.6122
3.12199  0.5431  0.0251  0.6466
3.12272  0.6829  0.0157  0.5494
3.12344  0.6474  0.0303  0.6854
3.12417  0.4547  0.0211  0.6672
3.12490  0.5234  0.0248  0.5188
3.12562  0.3294  0.0255  0.5020
3.12635  0.6210  0.0277  0.5786
3.12708  0.5030  0.0254  0.6319
3.12781  0.5549  0.0198  0.5408
3.12853  0.6141  0.0181  0.5357
3.12926  0.5761  0.0192  0.7056
3.12999  0.5954  0.0172  0.6404
3.13072  0.5832  0.0208  0.3442
3.13145  0.5261  0.0285  0.4812
3.13217  0.6475  0.0366  0.6619
3.13290  0.7221  0.0250  0.7147
3.13363  0.5249  0.0197  0.6780
3.13436  0.4861  0.0190  0.5968
3.13509  0.5557  0.0190  0.6378
3.13582  0.5346  0.0203  0.6680
3.13655  0.5988  0.0237  0.6968
3.13728  0.5659  0.0351  0.7012
3.13801  0.4610  0.0375  0.5758
3.13874  0.5132  0.0227  0.4105
3.13947  0.4787  0.0331  0.5883
3.14020  0.3033  0.0230  0.6677
3.14093  0.4063  0.0191  0.6393
3.14166  0.4370  0.0249  0.5503
3.14239  0.4878  0.0232  0.6507
3.14312  0.3784  0.0253  0.5531
3.14385  0.5065  0.0246  0.5880
3.14458  0.5472  0.0385  0.5144
3.14531  0.4750  0.0190  0.5433
3.14605  0.6963  0.0218  0.5969
3.14678  0.4831  0.0222  0.6736
3.14751  0.4571  0.0241  0.5329
3.14824  0.5799  0.0202  0.4175
3.14897  0.5735  0.0252  0.7235
3.14971  0.5491  0.0208  0.7221
3.15044  0.5641  0.0384  0.5491
3.15117  0.6162  0.0236  0.6918
3.15191  0.4582  0.0269  0.5441
3.15264  0.5530  0.0354  0.6848
3.15337  0.7595  0.0217  0.6902
3.15411  0.7059  0.0237  0.4939
3.15484  0.5065  0.0163  0.5643
3.15557  0.4478  0.0220  0.5631
3.15631  0.5468  0.0289  0.5270
3.15704  0.4901  0.0354  0.6528
3.15778  0.4774  0.0230  0.5429
3.15851  0.6047  0.0200  0.5304
3.15925  0.6069  0.0226  0.6720
3.15998  0.4900  0.0338  0.6241
3.16072  0.5499  0.0264  0.6508
3.16145  0.5012  0.0216  0.6929
3.16219  0.4980  0.0242  0.5304
3.16292  0.5914  0.0193  0.5873
3.16366  0.6193  0.0235  0.6768
3.16439  0.5376  0.0214  0.5853
3.16513  0.5903  0.0241  0.7241
3.16587  0.5469  0.0240  0.5440
3.16660  0.7179  0.0236  0.6153
3.16734  0.8850  0.0332  0.6678
3.16808  0.5676  0.0422  0.5184
3.16881  0.5463  0.0210  0.5117
3.16955  0.7450  0.0276  0.7468
3.17029  0.4492  0.0204  0.4436
3.17102  0.4797  0.0425  0.4511
3.17176  0.5036  0.0274  0.5966
3.17250  0.5469  0.0245  0.5022
3.17324  0.5969  0.0272  0.6481
3.17398  0.5327  0.0284  0.4673
3.17471  0.6215  0.0313  0.5548
3.17545  0.5621  0.0449  0.5853
3.17619  0.6017  0.0321  0.5608
3.17693  0.5323  0.0273  0.5728
3.17767  0.5768  0.0217  0.6269
3.17841  0.6525  0.0252  0.4496
3.17915  0.5227  0.0262  0.5652
3.17989  0.3933  0.0195  0.6091
3.18063  0.4176  0.0166  0.5428
3.18137  0.5432  0.0211  0.6171
3.18211  0.5198  0.0221  0.5290
3.18285  0.5627  0.0310  0.5953
3.18359  0.6002  0.0212  0.5920
3.18433  0.5518  0.0231  0.6910
3.18507  0.5658  0.0258  0.5233
3.18581  0.5065  0.0240  0.5313
3.18655  0.5816  0.0239  0.4906
3.18729  0.5241  0.0245  0.6370
3.18803  0.4827  0.0480  0.5616
3.18878  0.5383  0.0267  0.6551
3.18952  0.3898  0.0276  0.5634
3.19026  0.4710  0.0241  0.4892
3.19100  0.4099  0.0207  0.4867
3.19174  0.5215  0.0262  0.5552
3.19249  0.5450  0.0284  0.4669
3.19323  0.4497  0.0286  0.6068
3.19397  0.4692  0.0202  0.6030
3.19471  0.5353  0.0210  0.5726
3.19546  0.6031  0.0264  0.3265
