#Wavelength Flux FluxErr FluxGeo
2.31004  0.8684  0.0292  0.6681
2.31057  0.4865  0.0471  0.6650
2.31111  0.9247  0.0435  0.8137
2.31165  0.8523  0.0258  1.0642
2.31219  0.8242  0.0372  0.8568
2.31273  0.8796  0.0756  1.2712
2.31326  0.8687  0.0390  0.7241
2.31380  0.7072  0.0273  0.8152
2.31434  1.3832  0.0540  0.7932
2.31488  0.4893  0.0265  0.3507
2.31542  0.5491  0.0468  0.6159
2.31596  0.7746  0.0634  0.7941
2.31649  1.0685  0.0436  0.8928
2.31703  0.7770  0.0426  0.4941
2.31757  0.6451  0.0746  0.5037
2.31811  0.9854  0.0710  0.5798
2.31865  0.6137  0.0395  0.4827
2.31919  0.7920  0.0380  0.7464
2.31973  0.6685  0.0461  0.6731
2.32027  0.8098  0.0860  0.5893
2.32081  0.8826  0.0401  0.7819
2.32135  0.8076  0.0864  0.9077
2.32189  0.7360  0.0668  0.7775
2.32243  1.0475  0.0586  0.6021
2.32297  1.0696  0.0700  0.7559
2.32351  0.6685  0.0653  0.5250
2.32405  0.8030  0.0705  0.8465
2.32459  0.8914  0.0462  0.6037
2.32513  0.8907  0.0417  0.9330
2.32567  0.8179  0.0257  0.9206
2.32621  0.9364  0.0278  0.6967
2.32675  0.8437  0.0259  0.4511
2.32729  0.7785  0.0564  0.7194
2.32784  0.5431  0.0761  0.5469
2.32838  0.8709  0.0577  0.8036
2.32892  0.8375  0.0497  1.0112
2.32946  0.9038  0.0785  0.6984
2.33000  0.7545  0.0478  0.6244
2.33055  0.6837  0.0857  0.6580
2.33109  0.8000  0.0639  0.9269
2.33163  0.9595  0.1102  0.8652
2.33217  0.5214  0.0749  0.4600
2.33271  0.8818  0.0866  0.8466
2.33326  0.7969  0.1114  0.8812
2.33380  0.7082  0.0248  0.4797
2.33434  0.7088  0.0645  0.6923
2.33489  0.4185  0.0292  0.5950
2.33543  1.0134  0.0601  1.1489
2.33597  1.0615  0.0634  0.4118
2.33652  0.8942  0.0381  0.4971
2.33706  0.5591  0.0530  0.7295
2.33760  0.9861  0.0552  0.9169
2.33815  0.8246  0.0610  0.5515
2.33869  0.7042  0.0726  1.3422
2.33923  0.7469  0.0558  0.2506
2.33978  0.7727  0.0602  0.8717
2.34032  0.7403  0.0786  0.7293
2.34087  0.5117  0.0277  0.6665
2.34141  0.8762  0.0451  0.7896
2.34196  0.8069  0.1113  0.5589
2.34250  0.9954  0.1632  0.6919
2.34305  0.4413  0.0294  0.4897
2.34359  0.7483  0.0618  0.4201
2.34414  0.9149  0.0412  0.5961
2.34468  0.6168  0.0668  0.3072
2.34523  0.7664  0.0410  1.0095
2.34577  1.0404  0.0757  1.0280
2.34632  1.0110  0.0783  1.1331
2.34686  0.5775  0.0292  0.4868
2.34741  1.0430  0.1125  0.8428
2.34796  0.7601  0.0804  0.6029
2.34850  0.6968  0.0632  0.5075
2.34905  0.9211  0.0905  0.9113
2.34960  0.8305  0.0486  0.6844
2.35014  0.8422  0.0737  0.7709
2.35069  0.8133  0.0779  0.7244
2.35124  0.8790  0.1128  1.0558
2.35178  0.7954  0.0431  0.5000
2.35233  0.7887  0.0510  0.5425
2.35288  0.5470  0.0957  0.7169
2.35342  0.7108  0.0897  0.8928
2.35397  0.5911  0.0504  0.4266
2.35452  0.5156  0.0569  0.7002
2.35507  0.8207  0.0684  0.9357
2.35561  0.9721  0.0583  0.5405
2.35616  0.8740  0.0889  0.6260
2.35671  0.8109  0.0679  0.4108
2.35726  0.6987  0.0428  0.6173
2.35781  0.4195  0.0275  0.6692
2.35836  0.9488  0.0313  0.4394
2.35890  0.9726  0.0418  0.6806
2.35945  0.6471  0.0949  0.4853
2.36000  0.6018  0.0994  0.5880
2.36055  0.5393  0.0828  0.4970
2.36110  0.5056  0.0292  0.6142
2.36165  0.7338  0.0495  0.4670
2.36220  0.9499  0.0614  0.7497
2.36275  0.8178  0.0872  0.7648
2.36330  0.6668  0.1424  0.5200
2.36385  0.8007  0.0609  0.4787
2.36440  0.8005  0.0711  0.5073
2.36495  0.7941  0.0801  0.7379
2.36550  0.7630  0.0791  0.5906
2.36605  0.4440  0.1126  0.1929
2.36660  0.8606  0.0956  0.6329
2.36715  0.5935  0.0780  0.8236
2.36770  0.8160  0.0332  0.8594
2.36825  1.0579  0.0891  1.0196
2.36880  0.9170  0.0424  0.8764
2.36935  0.5721  0.0336  0.9215
2.36990  0.7508  0.0282  0.7236
2.37045  0.7886  0.1239  0.6595
2.37101  1.3871  0.1007  0.7439
2.37156  0.7344  0.0566  0.4555
2.37211  0.9329  0.0287  0.8011
2.37266  0.8602  0.0540  0.8018
2.37321  0.8099  0.0772  0.5941
2.37376  0.8967  0.0950  0.6581
2.37432  0.6441  0.0735  0.7305
2.37487  0.6941  0.0391  0.8239
2.37542  0.7032  0.0289  0.6174
2.37597  0.6977  0.0293  0.6037
2.37653  0.7321  0.0410  0.7782
2.37708  1.0132  0.0244  1.2790
2.37763  0.8862  0.0850  0.6842
2.37819  0.7613  0.0716  0.8656
2.37874  0.6557  0.0376  0.4555
2.37929  0.6418  0.0809  0.5630
2.37985  0.5473  0.0364  0.5061
2.38040  0.2107  0.0504  0.4583
2.38095  0.8666  0.1349  0.8758
2.38151  0.9975  0.0294  1.2620
2.38206  1.3937  0.0377  0.8514
2.38261  1.1998  0.0496  1.0675
2.38317  0.8221  0.0309  0.8968
2.38372  0.6281  0.0331  0.7263
2.38428  1.0909  0.1088  0.7780
2.38483  0.9264  0.0957  0.9016
2.38539  0.8529  0.0443  0.9350
2.38594  0.8275  0.0521  0.5798
2.38650  0.8863  0.0836  0.7349
2.38705  0.7368  0.0979  0.7240
2.38761  0.5850  0.0476  0.6991
2.38816  0.7898  0.0556  0.7322
2.38872  0.9761  0.0258  1.0750
2.38927  0.7151  0.0293  0.7864
2.38983  0.8831  0.0860  0.8650
2.39039  0.6712  0.0587  0.7073
2.39094  0.7763  0.0516  0.4701
2.39150  0.6229  0.0596  0.6209
2.39205  0.9040  0.0732  1.0132
2.39261  0.1318  0.0308  0.3425
2.39317  0.6782  0.0293  0.9346
2.39372  0.6153  0.0431  0.8539
2.39428  0.7103  0.0308  0.8985
2.39484  0.5399  0.0666  0.3728
2.39540  0.4902  0.0351  0.7767
2.39595  0.7043  0.0760  0.5508
2.39651  0.7150  0.0430  0.5884
2.39707  0.6532  0.0425  0.8042
2.39762  0.4876  0.0470  0.5995
2.39818  0.6315  0.0268  0.6655
2.39874  0.8997  0.0762  0.8842
2.39930  1.0310  0.1317  0.7728
2.39986  0.7911  0.1640  0.8223
2.40041  0.8012  0.0659  0.7281
2.40097  1.6832  0.0651  0.8243
2.40153  0.3446  0.0923  0.7951
2.40209  0.9540  0.0675  0.9105
2.40265  0.6306  0.0643  0.7439
2.40321  0.2751  0.0368  0.5110
2.40377  0.7296  0.0285  0.6888
2.40433  0.7082  0.1254  0.6858
2.40489  0.8894  0.0386  1.0192
2.40544  0.9674  0.0775  1.1550
2.40600  0.8462  0.0880  0.9580
2.40656  0.9003  0.0544  0.8810
2.40712  0.4340  0.0698  0.6627
2.40768  0.6623  0.0886  0.7603
2.40824  0.9266  0.0292  0.7768
2.40880  0.8611  0.0285  0.7728
2.40936  0.7531  0.0639  0.8034
2.40992  0.4217  0.0605  0.7078
2.41049  0.7768  0.0491  0.5598
2.41105  0.7372  0.0380  0.6857
2.41161  0.6657  0.0331  0.6824
2.41217  0.6346  0.0226  0.7402
2.41273  0.8398  0.0543  0.8326
2.41329  0.8436  0.0980  0.4579
2.41385  0.8994  0.0774  0.8048
2.41441  0.6319  0.0848  0.6482
2.41497  0.5395  0.0653  0.5533
2.41554  0.9218  0.0394  0.5724
2.41610  0.5780  0.0914  0.8832
2.41666  0.7653  0.1235  0.6182
2.41722  0.7495  0.0853  0.9613
2.41778  0.7656  0.0862  0.9282
2.41835  0.7716  0.0606  0.5969
2.41891  0.9254  0.0702  0.7609
2.41947  0.5565  0.0518  0.5318
2.42004  0.7082  0.0292  0.8900
2.42060  0.7881  0.0439  0.9092
2.42116  0.7999  0.0287  0.8069
2.42172  0.8192  0.0281  0.9035
2.42229  0.9621  0.0211  0.5998
2.42285  0.7869  0.0268  0.7322
2.42342  0.8295  0.0770  0.6040
2.42398  0.6827  0.0726  0.6526
2.42454  0.4302  0.0410  0.6948
2.42511  0.5248  0.0737  0.6516
2.42567  1.5492  0.0862  0.7075
2.42624  0.8037  0.1104  0.7305
2.42680  0.6816  0.0327  0.8329
2.42736  0.8342  0.0758  0.7607
2.42793  0.7515  0.0519  1.1401
2.42849  0.7217  0.0538  0.9889
2.42906  0.7314  0.0559  0.5003
2.42962  0.7833  0.1113  0.8063
2.43019  0.7290  0.0708  0.6267
2.43075  0.9431  0.0442  0.8840
2.43132  0.8487  0.0554  0.5721
2.43188  0.6719  0.0324  0.9797
2.43245  0.8630  0.0387  0.6659
2.43302  0.9066  0.0299  0.6279
2.43358  0.7482  0.0503  0.9502
2.43415  1.0279  0.0289  0.7896
2.43471  0.8756  0.0371  0.4390
2.43528  0.7677  0.0405  1.0109
2.43585  0.7450  0.0346  0.7987
2.43641  0.9535  0.0713  1.0046
2.43698  0.7291  0.0393  0.8289
2.43755  0.7557  0.0372  0.6867
2.43812  0.5483  0.0565  0.6333
2.43868  0.8932  0.0507  0.9776
2.43925  0.6168  0.0444  0.8356
2.43982  0.7888  0.0303  0.6153
2.44038  0.8022  0.0564  0.8359
2.44095  0.4056  0.0635  0.7444
2.44152  0.9425  0.0252  1.0074
2.44209  0.7999  0.0562  0.8045
2.44266  0.9117  0.0480  0.6263
2.44322  0.9421  0.0293  0.6824
2.44379  0.7746  0.0295  0.7911
2.44436  0.7030  0.0394  0.8123
2.44493  0.6165  0.0225  0.8222
2.44550  0.7666  0.0454  0.8538
2.44607  0.8348  0.0298  0.6738
2.44664  0.8254  0.0286  0.9626
2.44721  0.7775  0.0465  0.6377
2.44777  0.8615  0.0228  0.6303
2.44834  0.7591  0.0585  0.6027
2.44891  0.6729  0.0350  0.6384
2.44948  0.7582  0.0438  0.6523
2.45005  0.9965  0.0282  0.7755
2.45062  0.7393  0.0268  0.9831
2.45119  0.9619  0.0288  0.7833
2.45176  0.8613  0.0458  0.6866
2.45233  0.8442  0.0453  0.7753
2.45290  0.8614  0.0627  0.8665
2.45347  0.7357  0.0515  0.6066
2.45405  0.7445  0.0439  0.7007
2.45462  0.9155  0.0432  0.6989
2.45519  0.6636  0.0299  0.7466
2.45576  0.7161  0.0693  0.6419
2.45633  1.1373  0.0571  0.9477
2.45690  0.5890  0.0275  0.3972
2.45747  0.8351  0.0414  0.6571
2.45804  1.0528  0.0342  0.8043
2.45862  0.7904  0.0249  0.7970
2.45919  0.5969  0.0575  0.6980
2.45976  0.6000  0.0439  0.6702
2.46033  0.2150  0.0248  0.8601
2.46090  0.6254  0.0204  0.6370
2.46148  0.6735  0.0363  0.6624
2.46205  0.4633  0.0485  0.7064
2.46262  0.8487  0.0340  0.6397
2.46320  0.7002  0.0514  0.9412
2.46377  0.4809  0.0423  0.5807
2.46434  0.6272  0.0269  0.8039
2.46491  0.7358  0.0253  0.6320
2.46549  0.6134  0.0205  0.3745
2.46606  0.6888  0.0201  0.6666
2.46663  0.6584  0.0254  0.8594
2.46721  0.8183  0.0396  0.5862
2.46778  0.6756  0.0280  0.7401
2.46836  0.5807  0.0322  0.6876
2.46893  0.7494  0.0201  0.6090
2.46951  0.7120  0.0351  0.7193
2.47008  0.7632  0.0262  0.7295
2.47065  0.7433  0.0285  0.7366
2.47123  0.7336  0.0195  0.4688
2.47180  0.7041  0.0299  0.7226
2.47238  0.5526  0.0273  0.5171
2.47295  0.9583  0.0219  0.6961
2.47353  0.6090  0.0254  0.7453
2.47410  0.6559  0.0365  0.6066
2.47468  0.7880  0.0340  0.8733
2.47526  0.6210  0.0241  0.7593
2.47583  0.6223  0.0281  0.6732
2.47641  0.4352  0.0263  0.7549
2.47698  0.6288  0.0212  0.5748
2.47756  0.4478  0.0282  0.4491
2.47814  0.6314  0.0489  0.6983
2.47871  0.7442  0.0395  0.7930
2.47929  0.9974  0.0668  0.8004
2.47987  0.7444  0.0363  0.8413
2.48044  0.4297  0.0670  0.6034
2.48102  0.7721  0.0579  0.8695
2.48160  0.6919  0.0331  0.6773
2.48217  0.5895  0.0362  0.6270
2.48275  0.7921  0.0227  0.7999
2.48333  0.7193  0.0377  0.7561
2.48391  0.9694  0.0253  0.7581
2.48448  0.6672  0.0469  0.7250
2.48506  0.8064  0.0205  0.8309
2.48564  0.7181  0.0376  0.6972
2.48622  0.6788  0.0358  0.6309
2.48680  0.5473  0.0249  0.7921
2.48738  0.5068  0.0261  0.7164
2.48795  0.3241  0.0211  0.7043
2.48853  0.6725  0.0273  0.9766
2.48911  0.7343  0.0227  0.8105
2.48969  0.6370  0.0221  0.7625
2.49027  0.7200  0.0282  0.8189
2.49085  0.5864  0.0429  0.9247
2.49143  0.8634  0.0448  0.5942
2.49201  0.8086  0.0678  0.6690
2.49259  0.7707  0.0221  0.7451
2.49317  0.8967  0.0280  0.6079
2.49375  0.8524  0.0238  0.6114
2.49433  0.7576  0.0265  0.9076
2.49491  0.5463  0.0452  0.6999
2.49549  0.4446  0.0285  0.7405
2.49607  0.9147  0.0439  0.7668
2.49665  0.7390  0.0302  0.7801
2.49723  0.7724  0.0384  0.8306
2.49781  0.6582  0.0323  0.6824
2.49839  0.8166  0.0199  0.7543
2.49897  0.9176  0.0376  0.5900
2.49955  0.7688  0.0220  0.8299
2.50014  0.7686  0.0247  0.8041
2.50072  0.8058  0.0282  0.8006
2.50130  0.7542  0.0306  0.8561
2.50188  0.9697  0.0402  0.9650
2.50246  0.8795  0.0310  0.8506
2.50305  0.6573  0.0213  0.6111
2.50363  0.7939  0.0247  0.7375
2.50421  0.9383  0.0302  0.8617
2.50479  0.8094  0.0184  0.9509
2.50538  0.8560  0.0407  0.8013
2.50596  0.6590  0.0264  0.9680
2.50654  0.6450  0.0249  0.6598
2.50712  0.5012  0.0477  0.5801
2.50771  0.5778  0.0202  0.7556
2.50829  0.5171  0.0284  0.8382
2.50887  0.5985  0.0365  0.7391
2.50946  0.5754  0.0299  0.6673
2.51004  0.6565  0.0195  0.7079
2.51063  0.5178  0.0271  0.7488
2.51121  0.7990  0.0213  0.7030
2.51179  0.6439  0.0282  0.8354
2.51238  0.7027  0.0218  0.7661
2.51296  0.9057  0.0326  0.7645
2.51355  0.8612  0.0212  0.8785
2.51413  0.7338  0.0291  0.7634
2.51472  0.7759  0.0244  0.5312
2.51530  0.7858  0.0256  0.7709
2.51589  0.6923  0.0377  0.7954
2.51647  0.7672  0.0256  0.7865
2.51706  0.7461  0.0332  0.7686
2.51764  0.3579  0.0202  0.5738
2.51823  0.7557  0.0288  0.6838
2.51881  0.7301  0.0266  0.7250
2.51940  0.6255  0.0596  0.6318
2.51999  0.6446  0.0241  0.9314
2.52057  0.6491  0.0199  0.9911
2.52116  0.6287  0.0187  0.7700
2.52174  0.6658  0.0252  0.5611
2.52233  0.6801  0.0191  0.6399
2.52292  0.7249  0.0241  0.7079
2.52351  0.7260  0.0320  0.8202
2.52409  0.6993  0.0281  0.7458
2.52468  0.7029  0.0243  0.6139
2.52527  0.7518  0.0334  0.8140
2.52585  0.6113  0.0317  0.8043
2.52644  0.5040  0.0279  0.4846
2.52703  0.8743  0.0269  0.8547
2.52762  0.7863  0.0264  0.8773
2.52821  0.5559  0.0205  0.5577
2.52879  0.6618  0.0184  0.5892
2.52938  0.5986  0.0211  0.6852
2.52997  0.6028  0.0259  0.8057
2.53056  0.5766  0.0200  0.7394
2.53115  0.6049  0.0218  0.7091
2.53174  0.8062  0.0205  0.6921
2.53232  0.5978  0.0158  0.7190
2.53291  0.6287  0.0217  0.4992
2.53350  0.7484  0.0265  0.6085
2.53409  0.8103  0.0264  0.6622
2.53468  0.6969  0.0255  0.7849
2.53527  0.6917  0.0257  0.8709
2.53586  0.7150  0.0264  0.7337
2.53645  0.6992  0.0225  0.7941
2.53704  0.7427  0.0237  0.7102
2.53763  0.7047  0.0178  0.6832
2.53822  0.7260  0.0207  0.6569
2.53881  0.7299  0.0202  0.6417
2.53940  0.6486  0.0240  0.7610
2.53999  0.6528  0.0221  0.6198
2.54058  0.5310  0.0241  0.6985
2.54118  0.5404  0.0309  0.6046
2.54177  0.5860  0.0286  0.7316
2.54236  0.7880  0.0257  0.7158
2.54295  0.5394  0.0250  0.7040
2.54354  0.6095  0.0225  0.7558
2.54413  0.6422  0.0224  0.8116
2.54472  0.6964  0.0220  0.8342
2.54532  0.4993  0.0251  0.7304
2.54591  0.6411  0.0300  0.6191
2.54650  0.6754  0.0365  0.7226
2.54709  0.6987  0.0243  0.7870
2.54769  0.6886  0.0317  0.7623
2.54828  0.4653  0.0259  0.5926
2.54887  0.6563  0.0339  0.6465
2.54946  0.6114  0.0271  0.6482
2.55006  0.6153  0.0256  0.6249
2.55065  0.6413  0.0174  0.7273
2.55124  0.6723  0.0336  0.6254
2.55184  0.5693  0.0240  0.4635
2.55243  0.7180  0.0237  0.7058
2.55302  0.8060  0.0247  0.7662
2.55362  0.6056  0.0247  0.7462
2.55421  0.5871  0.0182  0.6244
2.55481  0.6616  0.0300  0.7756
2.55540  0.7516  0.0223  0.7905
2.55599  0.6365  0.0303  0.7387
2.55659  0.5554  0.0242  0.7803
2.55718  0.6646  0.0259  0.8261
2.55778  0.7276  0.0258  0.6824
2.55837  0.7266  0.0260  0.7865
2.55897  0.7742  0.0303  0.4329
2.55956  0.6406  0.0302  0.6734
2.56016  0.7384  0.0266  0.6055
2.56076  0.6424  0.0260  0.6252
2.56135  0.6119  0.0232  0.6956
2.56195  0.7377  0.0249  0.7128
2.56254  0.6004  0.0392  0.6191
2.56314  0.3853  0.0264  0.6686
2.56374  0.7162  0.0292  0.7545
2.56433  0.5343  0.0306  0.7676
2.56493  0.7222  0.0237  0.9210
2.56552  0.6165  0.0212  0.5616
2.56612  0.7213  0.0324  0.7255
2.56672  0.6754  0.0225  0.6461
2.56732  0.6941  0.0229  0.7886
2.56791  0.4802  0.0207  0.6127
2.56851  0.5715  0.0232  0.4883
2.56911  0.7118  0.0257  0.5885
2.56971  0.6790  0.0238  0.8009
2.57030  0.4390  0.0247  0.6946
2.57090  0.6397  0.0216  0.5529
2.57150  0.7375  0.0213  0.5938
2.57210  0.9245  0.0246  0.8018
2.57270  0.7924  0.0246  0.8539
2.57329  0.6992  0.0197  0.6319
2.57389  0.6318  0.0286  0.5351
2.57449  0.8976  0.0169  0.8235
2.57509  0.6952  0.0213  0.6713
2.57569  0.4936  0.0235  0.7139
2.57629  0.5470  0.0344  0.4796
2.57689  0.5904  0.0317  0.8005
2.57749  0.5322  0.0237  0.5379
2.57809  0.9537  0.0205  0.6327
2.57869  0.7989  0.0287  0.6478
2.57929  0.7197  0.0267  0.7573
2.57989  0.8889  0.0204  0.6986
2.58049  0.6501  0.0235  0.5243
2.58109  0.5216  0.0249  0.6477
2.58169  0.6564  0.0262  0.5173
2.58229  0.7099  0.0250  0.7731
2.58289  0.6338  0.0196  0.8027
2.58349  0.7372  0.0178  0.7260
2.58409  0.7197  0.0196  0.7347
2.58469  0.7840  0.0255  0.6845
2.58529  0.5425  0.0264  0.7821
2.58589  0.4923  0.0309  0.5453
2.58650  0.6918  0.0251  0.7232
2.58710  0.7076  0.0261  0.7019
2.58770  0.6782  0.0246  0.5721
2.58830  0.7309  0.0252  0.5325
2.58890  0.5949  0.0178  0.7561
2.58950  0.6127  0.0206  0.6860
2.59011  0.7784  0.0245  0.6994
2.59071  0.6202  0.0258  0.7295
2.59131  0.6978  0.0210  0.7473
2.59192  0.6883  0.0192  0.6321
2.59252  0.6071  0.0209  0.6946
2.59312  0.6159  0.0235  0.7646
2.59372  0.6603  0.0297  0.5222
2.59433  0.5689  0.0256  0.7332
2.59493  0.4697  0.0236  0.6708
2.59553  0.7390  0.0214  0.7384
2.59614  0.7521  0.0175  0.7463
2.59674  0.6118  0.0318  0.5760
2.59735  0.6796  0.0251  0.7765
2.59795  0.7113  0.0173  0.8166
2.59856  0.6166  0.0217  0.6830
2.59916  0.5528  0.0236  0.7080
2.59976  0.7056  0.0236  0.6807
2.60037  0.5656  0.0190  0.6180
2.60097  0.6891  0.0343  0.8876
2.60158  0.4539  0.0196  0.7192
2.60218  0.4520  0.0242  0.7773
2.60279  0.7723  0.0197  0.9228
2.60339  0.6301  0.0181  0.7898
2.60400  0.7372  0.0233  0.8738
2.60461  0.6074  0.0206  0.7942
2.60521  0.6812  0.0213  0.6297
2.60582  0.8096  0.0206  0.7965
2.60642  0.6721  0.0227  0.6837
2.60703  0.6063  0.0169  0.6664
2.60764  0.7039  0.0230  0.7630
2.60824  0.6542  0.0195  0.8557
2.60885  0.5345  0.0247  0.6699
2.60946  0.5792  0.0238  0.6732
2.61006  0.5778  0.0227  0.6929
2.61067  0.5688  0.0218  0.6831
2.61128  0.5195  0.0232  0.6501
2.61189  0.6800  0.0232  0.7976
2.61249  0.7909  0.0181  0.8146
2.61310  0.7817  0.0168  0.7729
2.61371  0.4646  0.0270  0.4637
2.61432  0.6703  0.0326  0.7157
2.61493  0.8931  0.0278  0.7227
2.61553  0.4938  0.0227  0.6749
2.61614  0.7223  0.0223  0.6755
2.61675  0.6499  0.0196  0.7014
2.61736  0.7802  0.0234  0.6702
2.61797  0.5760  0.0268  0.7943
2.61858  0.6439  0.0259  0.5834
2.61919  0.7777  0.0203  0.8021
2.61980  0.6518  0.0223  0.9021
2.62040  0.6544  0.0204  0.6758
2.62101  0.5526  0.0187  0.6140
2.62162  0.6750  0.0227  0.6248
2.62223  0.8543  0.0162  0.9221
2.62284  0.7026  0.0293  0.7832
2.62345  0.4274  0.0253  0.6072
2.62406  0.5252  0.0240  0.7999
2.62467  0.5266  0.0293  0.6885
2.62529  0.2723  0.0286  0.6731
2.62590  0.7010  0.0304  0.8146
2.62651  0.7355  0.0237  0.6846
2.62712  0.7804  0.0230  0.8112
2.62773  0.6451  0.0383  0.7385
2.62834  0.7641  0.0339  0.6697
2.62895  0.6500  0.0272  0.8404
2.62956  0.6071  0.0226  0.8745
2.63018  0.6697  0.0185  0.6788
2.63079  0.4590  0.0192  0.7055
2.63140  0.5314  0.0291  0.8034
2.63201  0.7417  0.0395  0.7676
2.63262  0.6663  0.0227  0.7813
2.63324  0.6392  0.0337  0.6896
2.63385  0.7004  0.0346  0.6834
2.63446  0.5858  0.0221  0.6352
2.63507  0.7577  0.0205  0.7120
2.63569  0.5693  0.0258  0.7702
2.63630  0.5153  0.0259  0.8129
2.63691  0.5498  0.0251  0.7787
2.63753  0.5878  0.0258  0.6249
2.63814  0.7579  0.0419  0.8230
2.63875  0.6851  0.0290  0.7533
2.63937  0.6507  0.0179  0.7977
2.63998  0.7702  0.0268  0.7692
2.64060  0.6346  0.0220  0.7778
2.64121  0.5396  0.0214  0.7789
2.64182  0.7278  0.0224  0.6122
2.64244  0.6576  0.0254  0.7199
2.64305  0.7030  0.0160  0.7980
2.64367  0.7337  0.0178  0.8138
2.64428  0.6814  0.0268  0.8202
2.64490  0.7837  0.0189  0.5075
2.64551  0.6057  0.0261  0.8114
2.64613  0.7050  0.0186  0.7503
2.64674  0.4919  0.0258  0.6311
2.64736  0.6124  0.0251  0.5747
2.64798  0.7528  0.0207  0.8221
2.64859  0.5232  0.0259  0.5923
2.64921  0.5984  0.0328  0.6807
2.64982  0.5765  0.0296  0.2612
2.65044  0.5823  0.0292  0.4601
2.65106  0.6840  0.0313  0.6464
2.65167  0.7271  0.0159  0.7071
2.65229  0.6555  0.0421  0.8269
2.65291  0.4943  0.0199  0.7743
2.65352  0.6013  0.0222  0.6721
2.65414  0.6055  0.0261  0.7141
2.65476  0.6632  0.0159  0.8097
2.65538  0.7410  0.0184  0.6933
2.65599  0.6224  0.0208  0.7297
2.65661  0.5532  0.0245  0.5682
2.65723  0.4559  0.0189  0.5525
2.65785  0.5666  0.0234  0.6594
2.65847  0.5441  0.0236  0.6702
2.65909  0.6524  0.0257  0.6770
2.65970  0.6377  0.0245  0.5572
2.66032  0.6040  0.0244  0.7941
2.66094  0.4427  0.0238  0.7208
2.66156  0.7170  0.0271  0.5188
2.66218  0.4213  0.0274  0.5191
2.66280  0.6411  0.0397  0.7367
2.66342  0.5523  0.0276  0.5952
2.66404  0.6944  0.0241  0.7549
2.66466  0.6662  0.0256  0.6713
2.66528  0.6126  0.0247  0.6503
2.66590  0.5113  0.0227  0.6439
2.66652  0.5613  0.0247  0.5694
2.66714  0.4544  0.0244  0.5209
2.66776  0.4118  0.0239  0.6417
2.66838  0.5846  0.0246  0.7316
2.66900  0.6429  0.0351  0.8079
2.66962  0.6723  0.0171  0.8058
2.67024  0.6015  0.0186  0.8628
2.67086  0.5283  0.0157  0.5799
2.67148  0.6815  0.0163  0.7230
2.67211  0.6739  0.0199  0.7629
2.67273  0.5294  0.0233  0.7638
2.67335  0.6017  0.0211  0.6910
2.67397  0.6113  0.0262  0.6795
2.67459  0.5674  0.0226  0.6599
2.67521  0.6394  0.0321  0.6337
2.67584  0.4051  0.0320  0.6036
2.67646  0.4945  0.0213  0.6804
2.67708  0.6227  0.0290  0.5779
2.67770  0.5727  0.0207  0.7758
2.67833  0.5360  0.0223  0.6357
2.67895  0.5349  0.0225  0.5988
2.67957  0.5940  0.0211  0.6815
2.68020  0.6562  0.0199  0.5971
2.68082  0.6288  0.0307  0.5660
2.68144  0.5981  0.0227  0.7154
2.68207  0.5742  0.0234  0.6361
2.68269  0.5794  0.0255  0.6245
2.68332  0.5583  0.0294  0.6189
2.68394  0.5310  0.0232  0.5807
2.68456  0.6837  0.0201  0.5368
2.68519  0.5621  0.0252  0.5528
2.68581  0.5147  0.0225  0.5505
2.68644  0.6221  0.0197  0.7234
2.68706  0.6479  0.0155  0.6309
2.68769  0.7640  0.0243  0.8021
2.68831  0.6243  0.0179  0.4469
2.68894  0.6272  0.0227  0.7534
2.68956  0.6460  0.0190  0.6264
2.69019  0.6635  0.0305  0.6441
2.69082  0.5467  0.0254  0.5788
2.69144  0.6931  0.0299  0.8021
2.69207  0.6853  0.0201  0.6394
2.69269  0.6371  0.0193  0.7003
2.69332  0.7177  0.0266  0.7607
2.69395  0.6096  0.0270  0.6431
2.69457  0.6170  0.0230  0.5641
2.69520  0.5697  0.0219  0.7147
2.69583  0.4606  0.0178  0.6439
2.69645  0.4507  0.0187  0.6442
2.69708  0.5727  0.0183  0.7696
2.69771  0.5725  0.0205  0.7598
2.69834  0.6472  0.0211  0.6650
2.69896  0.5760  0.0253  0.6121
2.69959  0.5321  0.0254  0.7221
2.70022  0.6331  0.0193  0.7217
2.70085  0.5836  0.0208  0.6961
2.70148  0.5291  0.0231  0.6797
2.70211  0.6085  0.0186  0.7476
2.70273  0.6356  0.0254  0.6809
2.70336  0.5371  0.0193  0.6911
2.70399  0.6853  0.0190  0.7495
2.70462  0.6556  0.0228  0.6234
2.70525  0.5784  0.0219  0.7614
2.70588  0.4361  0.0251  0.6065
2.70651  0.5218  0.0220  0.5856
2.70714  0.6429  0.0258  0.5789
2.70777  0.7724  0.0289  0.7219
2.70840  0.5151  0.0248  0.6815
2.70903  0.8022  0.0219  0.6008
2.70966  0.7233  0.0207  0.6816
2.71029  0.6354  0.0149  0.6637
2.71092  0.6569  0.0221  0.6649
2.71155  0.4145  0.0209  0.6082
2.71218  0.5998  0.0225  0.5941
2.71281  0.7559  0.0222  0.6429
2.71344  0.6944  0.0254  0.5559
2.71407  0.6527  0.0313  0.5137
2.71470  0.4190  0.0214  0.4225
2.71534  0.6423  0.0213  0.7726
2.71597  0.4513  0.0148  0.5427
2.71660  0.6075  0.0173  0.7410
